CustomerID,Age,Gender,AnnualIncome,TenureYears,PreferredChannel,PreferredCategory,Recency,Frequency,MonetaryValue,AvgBasketSize,LoyaltyMember,Segment,SegmentLabel
CUST00979,44,Male,116129.02,3.1,In-Store,Beauty,6,25,4551.59,182.06,0,0,VIP / Premium Loyalists
CUST00980,37,Male,83267.47,1.17,Online,Home & Garden,40,8,3750.13,468.77,1,3,Budget Shoppers
CUST00981,49,Female,105418.38,0.44,In-Store,Beauty,3,19,5242.07,275.9,0,0,VIP / Premium Loyalists
CUST00982,37,Female,58585.78,4.59,Online,Groceries,94,1,99.8,99.8,0,1,At-Risk / Disengaged
CUST00983,24,Female,15000.0,0.86,Online,Fashion,3,11,620.28,56.39,1,2,Occasional Big Spenders
CUST00984,25,Female,39138.7,0.53,In-Store,Home & Garden,11,18,812.2,45.12,0,2,Occasional Big Spenders
CUST00985,26,Female,111231.12,0.69,Online,Sports,57,4,2263.77,565.94,1,3,Budget Shoppers
CUST00986,41,Female,110680.19,2.01,Mobile App,Sports,11,29,3938.56,135.81,1,0,VIP / Premium Loyalists
CUST00987,28,Female,83855.79,2.15,Mobile App,Fashion,22,4,1972.61,493.15,1,3,Budget Shoppers
CUST00988,53,Female,123144.02,1.18,Online,Fashion,7,33,3294.75,99.84,0,0,VIP / Premium Loyalists
CUST00989,23,Female,31136.13,0.72,Online,Sports,19,15,605.64,40.38,0,2,Occasional Big Spenders
CUST00990,31,Male,92917.05,3.97,Mobile App,Sports,129,1,175.86,175.86,0,1,At-Risk / Disengaged
CUST00991,32,Male,54420.79,2.67,Mobile App,Groceries,141,1,193.68,193.68,0,1,At-Risk / Disengaged
CUST00992,35,Female,69200.17,2.23,Mobile App,Fashion,47,9,2640.33,293.37,1,3,Budget Shoppers
CUST00993,28,Female,27746.81,1.86,Online,Sports,23,21,446.09,21.24,0,2,Occasional Big Spenders
CUST00994,41,Female,63597.83,2.23,Mobile App,Electronics,31,4,3261.52,815.38,0,3,Budget Shoppers
CUST00995,54,Female,104839.09,3.78,Online,Sports,13,27,3221.42,119.31,1,0,VIP / Premium Loyalists
CUST00996,34,Male,26691.55,2.03,In-Store,Home & Garden,25,21,981.06,46.72,0,2,Occasional Big Spenders
CUST00997,18,Male,55090.34,2.66,Mobile App,Home & Garden,110,3,255.77,85.26,0,1,At-Risk / Disengaged
CUST00998,31,Female,33421.06,1.77,Online,Electronics,24,21,601.66,28.65,0,2,Occasional Big Spenders
CUST00999,42,Male,56900.63,3.7,Mobile App,Groceries,166,5,217.72,43.54,0,1,At-Risk / Disengaged
CUST01000,52,Male,99421.55,2.84,Online,Fashion,6,19,2761.27,145.33,0,0,VIP / Premium Loyalists
